Datetime,AAPL,GOOG,MSFT
2026-06-17 09:30:00-04:00,300.8299865722656,369.32989501953125,388.9049987792969
2026-06-17 09:31:00-04:00,299.93499755859375,369.5,387.70001220703125
2026-06-17 09:32:00-04:00,301.17498779296875,368.4100036621094,386.7799987792969
2026-06-17 09:33:00-04:00,301.1300964355469,367.6299133300781,387.5950012207031
2026-06-17 09:34:00-04:00,300.3399963378906,367.9700012207031,387.80999755859375
2026-06-17 09:35:00-04:00,300.2102966308594,367.6600036621094,388.05999755859375
2026-06-17 09:36:00-04:00,300.3900146484375,367.8900146484375,387.06500244140625
2026-06-17 09:37:00-04:00,300.3450012207031,367.6000061035156,387.3799133300781
